"This survey course of engineering exposes students to major concepts they’ll encounter in a postsecondary engineering course of study. Students employ engineering and scientific concepts in the solution of engineering design problems. They develop problem-solving skills and apply their knowledge of research and design to create solutions to various challenges, documenting their work and communicating solutions to peers and members of the professional community.",10 credits/year,"IHS,KHS",Career Technical Education,"10,11,12",d,Principles of Engineering (PLTW),None,MVROP class taught at the school site. Las Positas College credit awarded.,,74213
This survey course of engineering exposes students to major concepts they’ll encounter in a postsecondary engineering courses of study. Students will employ engineering and scientific concept in the solution of engineering design problems.  The honors curriculum will stress the math components that correspond with the curriculum and has increased performance expectations regarding communication of findings. ,10 credits/year,AHS,Career Technical Education,"10,11,12",d,Principles of Engineering Honors,None,,,73000
"Digital Electronics is the foundation of all modern electronic devices such as cellular phones, MP3 players, etc. The major focus of this course is to expose students to the process of combinational and sequential logic design, teamwork, communication methods, engineering standards and technical documentation.",10 credits/year,AHS,Career Technical Education,"11,12",g,Digital Electronics,None,,,73005
"Digital Electronics is the foundation of all modern electronic devices such as cellular phones, MP3 players, etc. The major focus of this course is to expose students to the process of combinational and sequential logic design, teamwork, communication methods, engineering standards and technical documentation.  Honors students will cover all concepts of the CP course with the addition of advancd concepts such as mesh and node analysis, harware description language, and Verilog. ",10 credits/year,AHS,Career Technical Education,"11,12",g,Digital Electronics Honors,None,,,73013
"This course is an introductory course, which develop students’ problem skills, with emphasis placed upon the concept of developing 3- D models or solid rendering of an object. Engineering careers and educational preparation will be researched. This course is the first in a sequence of three engineering courses. ",10 credits/year,"AHS,IHS,MSJHS,WHS",Career Technical Education,"9,10,11,12",f,Introduction to Design,None,,,73007
"Exploration of careers in several related industries including hospitality, culinary arts, travel, tourism, recreation and leisure industries. Students are also introduced to some basic cooking skills, safety, and sanitation. It is an introductory semester course for Culinary Arts. This course is part of the JFKHS Green Ventures Academy of the Calfiornia Partnership Academy.",5 credits/semester,KHS,Career Technical Education,10,n/a,Introduction to Culinary/Hospitality,None,,,74390
"This competency-based course is geared to introduce students to the Hospitality and Food Service Industry. Included in the course are sections on food safety and sanitation, basic culinary terms, hospitality standards, knife skills, fundamentals of cooking techniques, pantry, soups, and basic pastry. Integrated throughout the course are career preparation standards which include basic academic skills, communication, interpersonal skills, problem-solving, workplace safety, technology and employment literacy.",10 credits/year,"AHS,IHS,KHS,WHS",Career Technical Education,"10,11,12",g,Culinary Arts 1,None,MVROP class taught at the school site. Diablo College or Mission College credit awarded. UC/CSU g credti at AHS & KHS,,74170
"Prerequisite Culinary Arts 1. In this course, students continue to focus on sanitation, safety, and knife skills. Students gain advanced skills in preparing stocks, soups, sauces and main entree courses, nutrition, costing out recipes and menu and other culinary math skills, menu design and regional cooking.",10 credits/year,"AHS,KHS,WHS",Career Technical Education,"11,12",g,Culinary Arts 2,Completion of Culinary Arts 1,MVROP class taught at the school site.Diablo College or Mission College credit awarded. UC/CSU g credti at AHS & KHS,,74180
"This class will give future Food Service Managers, Bakers, and Pastry Chef’s a complete overview of quality baking. The course begins with an introduction to baking and then looks closely at breads, quick breads, basic sauces, pies, cookies, custards, fruit desserts, decoration, and presentation. ",10 credits/year,KHS,Career Technical Education,9,n/a,Baking and Pastry,None,,,74182
Students: Let your taste buds travel as you prepare and sample dishes from foreign countries and various regions of the United States. Then learn about making and serving party foods and techniques of entertaining,10 credits/year,IHS,Career Technical Education,"11,12",n/a,Culinary Arts 2,Completion of Culinary Arts 1 or teacher approval,,,73014
"Students will learn what it takes to be an entrepreneur, including recognizing and evaluating a business opportunity. Students will expand their critical thinking, problem-solving, communication, and business skills through practice. Team and individual projects incorporate accounting, finance, marketing, operations, management, and understanding legal and economic environments. Students will develop and present a comprehensive business plan, the capital required, the return on investment desired, and the potential for profit. The curriculum is designed to help students explore entrepreneurship as a career pathway and provide a realistic framework for starting a new business.",10 credits/year,"AHS,IHS,MSJHS,RHS",Career Technical Education,"9,10,11,12",g,Entrepreneurship,None,This is a DECA approved class. MVROP class taught at the school site. Mission College credit awarded,,74281
"Students learn the principles and practices of public relations, planning and organizing events, and preparation for employment opportunities with a variety of profit and non-profit organizations and corporations. ",10 credits/year,"AHS,KHS",Career Technical Education,"11,12",n/a,Event Planning and Catering,Completion of Culinary Arts 1 and 2,MVROP class taught at the school site. B or higher to be eligible for internships..,,74280
"Students will understand the fundamentals of marketing and its importance to small businesses. This class focuses on essential ideas including identifying markets, the 4P’s (product, price, place & promotion), ethical practices, and the development of a marketing plan. The class will include career exploration and concepts of retail sales, business presentations, business management, and political influences. Students will need to follow oral and written directions, work well in groups and demonstrate good work habits to be successful in the course.",10 credits/year,"AHS,IHS,MSJHS",Career Technical Education,"10,11,12",g,Entrepreneurial Marketing,None,This is a DECA approved class. MVROP class taught at the school site.,,74282
"Basic principles in owning, running, or managing a small business; create a business plan, use business math and accounting principles; understand business systems/functions, advertising, marketing, merchandising and technology. Internships may qualify for up to 20 additional credits. ",10 credits/year,WHS,Career Technical Education,"9,10,11,12",g,Business Ownership and Management,None,This is a DECA approved class. Dual credit with Mission and Chabot College.,,73201
"Students will learn the basics of advertising, marketing, merchandising, and technology in preparation for entry-level marketing positions and college-level study. They will understand elementary business systems, functions; and practices, and business math.",10 credits/year,WHS,Career Technical Education,"9,10,11,12",g,Marketing 1,None,This is a DECA approved class.,,73202
"Students will learn design principles to create Web sites of their choice using the latest software applications. Students will also learn to analyze Web sites created in a wide range of fields and various cultures. Topics include CSS, typography, color, copyright issues, accessibility, contracts, digital imaging optimization, and techniques to display sound, animation and video.",10 credits/year,WHS,Career Technical Education,"10,11,12",f,Web Design ,None,This is a DECA approved class.,,73205
"This dual credit semester course introduces students to computer systems hardware and software in the field of computer science. The goal is to focus on the Internet of Things and how it enables the Digital Transformation and emerging technologies such as data analytics, artificial intelligence, and cyber security. This course will also introduce the importance of the Internet-Based Networking that uses a software-driven approach and machine learning to secure tens of billions of new devices.",10 credits/year,IHS,Career Technical Education,9,g,Introduction to Computer Science,None,MVROP class taught at the school site.,,73031
"Anatomy and Physiology for Medical Careers is an introductory (not lab based) course with a focus on introducing students with an interest in learning more about the human body or in exploring a medical career includes: the eleven systems of the body. Presentation modes include lectures, computer applications, written assignments, and tests.
",10 credits/year,KHS,Career Technical Education,"10,11,12",g,Anatomy and Physiology for Medical Careers,C- or higher in Living Earth or Living Earth Honors and Chemistry (or taken concurrently with Chemistry).,MVROP class taught at the school site. Ohlone College credit awarded.,,74008
"This course provides pre-entry level training in automotive service/maintenance and is designed to be the first course for students entering transportation technology career pathways. Instruction covers the following areas: engine systems, electrical systems, tires and brakes, lubrication service, cooling systems, ignition and emission device service.",10 credits/year,WHS,Career Technical Education,"9,10",n/a,Basic Car Care,None,MVROP class taught at the school site.,,74010
"This course focuses on general automotive repair, brakes, steering and suspension, electrical systems, engine performance. Students receive hands-on experience in auto shop operations, tool usage, safety procedures, equipment operation and customer service. ",10 credits/year,WHS,Career Technical Education,"10,11,12",n/a,Automotive Technology 1,None,MVROP class taught at the school site. Chabot College credit awarded.,,74050
"General auto repair, brakes, steering and suspension, electrical systems, engine performance. Students receive hands-on experience in auto shop operations, tool usage, safety procedures, equipment operation and customer service. Introduction to hybrid “green” technology.",20 credits/year,WHS,Career Technical Education,"11,12",n/a,Automotive Technology 1,Completion of Basic Auto,MVROP class taught at the school site.,,74040
"General auto repair, brakes, steering and suspension, electrical systems, engine performance. Students receive hands-on experience in auto shop operations, tool usage, safety procedures, equipment operation and customer service. Introduction to hybrid “green” technology.",20 credits/year,WHS,Career Technical Education,"11,12",n/a,Automotive Technology 2,B- or higher in Auto Tech 1,MVROP class taught at the school site. Chabot College credit awarded,,74041
Students will spend one semester developing their computer literacy through three units: -How We Communicate: Computers as facilitators of human interactions. -Making Computers Work: An introduction to programming and physical computing -The Internet of Things: An exploration of the future impact of computers in our lives,5 credits/semester,AHS,Career Technical Education,9,n/a,Introduction to Computer Science,None,,,76162
"This course prepares students for the transition from classroom to a demanding work environment, as well as the challenges of independent living while maintaining full time employment. Students will have the opportunity to set career goals, learn to create presentations, understand the importance of professional dress, practice interviewing skills, and compile a personal portfolio to aid them in their job search.",5 credits/semester,RHS,Career Technical Education,"10,11,12",n/a,Business & Professional Development,None,MVROP class taught at the school site.,,74100
"This course introduces students to the fundamentals of computer hardware and software fundamentals, scripting basics, using remote access technologies, IoT device configuration and communication types, disaster prevention and recovery methods, including virtualization, cloud computing, and security. Students are also prepared for the A+ certification exam. Second-year students are introduced to the Linux operating system and network servers, and network security.",10 credits/year,IHS,Career Technical Education,"9,10,11,12",g,Computer Support Specialist 1,None,MVROP class taught at the school site. Ohlone College credit awarded,,74130
"This course introduces students to the fundamentals of computer hardware and software fundamentals, scripting basics, using remote access technologies, IoT device configuration and communication types, disaster prevention and recovery methods, including virtualization, cloud computing, and security. Students are also prepared for the A+ certification exam. Second-year students are introduced to the Linux operating system and network servers, and network security.",10 credits/year,IHS,Career Technical Education,"10,11,12",n/a,Computer Support Specialist 2,Completion of Computer Suport Specialist 1,MVROP class taught at the school site. Mission College credit awarded,,74140
"This course introduces the architectures, models, protocols, networking devices, applications, and data used in today’s modern computer networks – including IP addressing and Ethernet fundamentals. Students will build and configure simple local area networks (LANs), includes foundational network security.",10 credits/year,IHS,Career Technical Education,"9,10,11,12",g,Internet Engineering 1,None,"MVROP class taught at the school site. Chabot, Las Positas, Mission or Ohlone College credit awarded",,74370
"This course focuses on switching technologies and router operations that support small-to-medium business networks, wireless local area networks (WLANs), and security concepts. Students learn key switching and routing concepts, network configuration and troubleshooting, and identify and mitigate LAN/WLAN security threats.",10 credits/year,IHS,Career Technical Education,"10,11,12",g,Internet Engineering 2,Successful completion of Internet Engineering 1,"MVROP class taught at the school site. Chabot, Las Positas, Mission or Ohlone College credit awarded",,74380
Students prepare for a career as an associate-level Security Analyst in a Security Operations Center (SOC) and prepare students for the CCNA CyberOps certification.,10 credits/year,IHS,Career Technical Education,12,g,Cyber Security,Successful completion of Internet Engineering 1 & 2,MVROP class taught at the school site.,,74185
"Explore web design as you incorporate graphics, sound, movies, and animation into HTML/ CSS built websites. Students will learn all phases of the design process from the idea state, through planning, production and testing while creating original web sites. Students may  be eligible for Ohlone 2+2 articulation receiving an annual grade of a ""B"" or above.
",10 credits/year,AHS,Career Technical Education,"9,10,11,12",g,Web Page Design ,None,MVROP class taught at the school site. Ohlone College credit awarded with grade of A or B.,,74490
This is a program in which a student may receive elective credit and may be released from school for one period per day for employment. It is designed to assist students in developing positive work attitudes and experiences in on-the-job situations. ,10 credits/year,KHS,Career Technical Education,"11,12",n/a,Work Experience,"Must be 16 years old, be employed, and have the Work Experience Coordinator's approval.","This course awards variable credit dependent on the number of hours worked, up to a maximum of 10 credits per semester.",,73060
,,,,,,,,,,
"This college prep English 9 class, which has been adopted by FUSD, offers opportunities for students to receive instruction in reading, writing, speaking and listening skills. Students will learn note-taking, organizational skills, and research methodology. Students will read, analyze and compare districtadopted core literature. In addition to social and cooperative skills, the 9th grade college prep course offers differentiated instruction based on students’ individual needs. Students learn the structure of a personal and expository essay.",10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",English,9,b,English 9,None,,,10900
"This course focuses on the development of reading strategies that help students negotiate their way through all levels of literary study. Teachers follow the Reading Apprenticeship Framework (WestEd), helping students develop the knowledge, strategies and dispositions they need to become more powerful readers. Teachers model disciplinary ways of reading in different subject areas and genres, support students’ discovery of their own reasons to read, and guide students to explore, strengthen and assess their own reading. Literacy study is extended through writing, discussion, presentations, and public speaking. ",10 credits/year,KHS,English,9,n/a,Academic Literacy,This is not a self-select course; placement is made by administration based on specific criteria.,,,10903
"The Common Core Skills class will prepare students for the skills necessary for success in the Common Core classroom. Students will learn to read with purpose through annotation, how to construct argument, both written and oral, and presentation skills.",5 credits/semester,"IHS,WHS",English,9,n/a,Common Core Skills,This is not a self-select course; placement is made by administration based on specific criteria.,,,10905
"This college preparatory English 9 class offers opportunities for those students who seek an academic challenge and who wish to demonstrate the ability to earn honors credit. In addition to social and cooperative skills, the ninth grade college prep course offers differentiated instruction based on students’ individual needs. Instruction ranges from reading, writing, listening, and speaking skills to an awareness of literary forms. Students will learn note-taking, organizational skills, and research methodology. Students learn the structure of a personal and expository essay. Several literary genres will be explored in depth with the honors students responding at a higher critical and creative level.",10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",English,9,b,English 9 Honors,GATE identified or District Honors policy,,,10910
"This English course gives all students an overview of world literature in its historical context based on district-adopted texts. Students will develop and strengthen essay and research skills, study career paths, and increase vocabulary skills as guided by the Common Core State Standards. Students will work to hone their literacy with technology and digital resources as they work on their academic writing. This course will also work to give students the opportunity to develop the capacity to reflect on their values and the skill of communicating and collaborating with peers to achieve a common goal. Additionally, students will continue preparation for the California Assessment of Student Performance and Progress.",10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",English,10,b,English 10,None,,,11000
"Students will focus on analyzing literature as they study dramatic works, poetry, short stories, and novels. Composition skills will be further developed through compare/contrast and persuasive essays and speeches. Career Path preparation continues with exploration of career paths, personal skills surveys, and appropriate technology. An additional focus will be college preparatory vocabulary. Student outcomes include work with reading, writing, literature, speaking, listening, personal responsibility, developing the capacity to reflect on their values, and social/cooperative skills.",10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",English,10,b,English 10 Honors,GATE identified or District Honors policy,,,11010
"This English course gives all students an overview of American literature in its historical context based on district-adopted texts. Students will develop and strengthen their reading, writing, speaking, listening and language skills as guided by the Common Core State Standards. Writing emphasis will be placed on focus, organization, the use and elaboration of evidence, and creating and maintaining an academic and audience-appropriate tone. Students will work to hone their literacy with technology and digital resources as they work on their academic writing. This course will also work to give students the opportunity to develop the skill of communicating and collaborating with peers to achieve a common goal. Additionally, students will continue preparation for the California Assessment of Student Performance and Progress.",10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",English,11,b,English 11,None,,,11100
"This English course will emphasize an in-depth study of classic works of American Literature. Students will focus on style analysis, analytical writing and critical thinking. Composition skills will be refined as students develop an awareness of style and rhetoric. Students are expected to have mastered basic oral and written communication skills so that they can focus on extended reading assignments, research, and group presentations. Students will study college preparatory vocabulary.",10 credits/year,"MSJHS,WHS",English,11,b,English 11 Honors,GATE identified or District Honors policy,,,11110
"This course combines the curriculum of U.S. History with that of 11th grade American Literature. Students will study and explore American History using specific pieces of literature and primary sources that are tied to key historical events, movements, trends, and individuals. The confluence of numerous cultures, as shown through the California State Framework, will factor into this one year course as will the study of writing, literature, and comprehension skills.",10 credits/year,"IHS,WHS",English,11,b,American Studies English 11,None,,,11111
"This course will emphasize style analysis, analytical writing and critical thinking. Composition skills will be refined as students develop an awareness of style and rhetoric. Students are expected to have mastered basic oral and written communication skills so that they can focus on extended reading assignments, research, and group presentations. College preparatory vocabulary and American Literature will be studied. This course is considered preparation for the AP English Language and Composition exam to be taken in May of their junior year. Advanced Placement (AP) classes are college level classes.",10 credits/year,"AHS,IHS,KHS",English,11,b,AP English 11 (AP English Language and Composition),None,,,11120
"In English 12, students will study influential world writers of various literary genres. Extensive expository writing will include the literature-based essay and a critical analysis, which utilizes primary and secondary sources.",10 credits/year,"AHS,IHS,MSJHS,Vista",English,12,b,English 12,None,,,11200
"This course which combines the required elements of American Government, Economics, and English 12 in a format that uses literature, the arts, and primary source readings from the social sciences to examine major themes of civilization. An interest in writing, reading, discussing ideas, and being creative is necessary for students in this class.",10 credits/year,"IHS,OCC",English,12,b,Humanities English 12,None,This class is taken in combination wth Humanities American Government/Economics,,11203
"This is a rigorous class; students should have excellent reading comprehension skills and have achieved high grades in previous English classes. In AP English, students will learn to discover the meanings in literature by being attentive to the diction, imagery, and other literary strategies authors use to evoke intellectual and emotional responses from readers. Students are expected to justify their interpretations and compare them with those proposed by literary critics, teachers, and fellow students. The course will require the indepth study of influential British and world writers, with an emphasis on poetry. Students will develop analytical and composition skills necessary for college and in preparation for the AP Literature and Comprehension Exam in May. ",10 credits/year,"AHS,IHS,KHS,MSJHS,Vista,WHS",English,12,b,AP English 12 (AP English Literature and Composition),None,Advanced Placement (AP) classes are college level classes.,,11220
"This course will prepare college-bound seniors for the literacy demands of higher education. Through a sequence of rigorous instructional modules, students in this yearlong, rhetoric-based course develop advanced proficiency in expository, analytical, and argumentative reading and writing. Course texts include contemporary essays, newspaper and magazine articles, editorials, reports, biographies, memos, assorted public documents, and other nonfiction texts. The course materials also include modules on two fulllength works (one novel and one work of nonfiction). Written assessments conclude each unit.",10 credits/year,"AHS,IHS,KHS,MSJHS,OCC,RHS,Vista,WHS",English,12,b,Expository Reading and Writing (ERWC),Completion of three years of high school English,CSU course,,11230
"This course explores creativity in the writing of short stories and poems (even novels) with an eye to publishing. The concentration is on developing writing skills, critiquing own and others’ work, and improving literary appreciation. The class includes thorough coverage of the different literary genres and the use of such techniques as dialogue, plotting, foreshadowing, and figurative language.",5 credits/semester,"AHS,MSJHS,Vista",English,"11,12",g,Creative Writing,None,,,11235
"This course is an introduction to myths from around the world. Students will study the similarities and differences between various mythologies, analyze how past cultures have used mythology to explain the world and human nature, and explore why myths are relevant to humans today. This class requires frequent reading of assigned myths, regular writing assignments, and occasional essays, presentations, and projects. ",5 credits/semester,AHS,English,"10,11,12",g,World Mythology,None,,,11236
"This course is an overview of legends and folklore from around the world. Students will gain exposure to legendary figures, creatures, and quests that have dominated our imaginations since before humans began writing. Students will also consider cross-cultural connections to analyze how humans have used legendary figures as tools in telling stories about the human experience. This class requires frequent reading of assigned folklore, regular writing assignments, and occasional essays, presentations, and projects. ",5 credits/semester,AHS,English,"10,11,12",g,Legends and Folklore,None,,,11237
"This course is for students interested in developing skills in oral presentations. Students will learn how to research, outline, organize and deliver various types of formal speeches, including informative, persuasive, and special occasion. Additional presentations will include impromptu speeches, oral interpretations of poetry and prose, and debates. Students will enter speech contests and observe local forensic league competitions.This year long course is repeatable for credit.",10 credits/year,"AHS,KHS,MSJHS",English,"9,10,11,12",g,Public Speaking,None,,,11240
"This course is about analyzing film as a piece of literature. The focus is on film analysis from cinematic, literary, and theatrical views. Students also progress through the film creation process from storyboarding to screenwriting and finally into filming and production. The course requires writing (creative, critique, and analysis) and analysis (but not in reading). ",5 credits/semester,AHS,English,"11,12",n/a,Literature in Film,Completion of English with a C- or better.,,,11250
"English Language Development is for English Learners with minimally developed oral (listening and speaking) and written (reading and writing) skills. This is a beginning course for acquiring language skills in reading, writing, listening, and speaking. This course provides linguistic support using the CA ELD Standards as a foundation for instruction. This is a two-period a day class. *Placement in these classes dependents on ELPAC scores.",10 credits/year,"AHS,IHS,KHS,WHS",English,"9,10,11,12",n/a,ELD 1 Reading,None,Students can earn no more than 2 years of English  credit in ELD 1 & 2 toward graduation,,12202
"English Language Development is for English Learners with minimally developed oral (listening and speaking) and written (reading and writing) skills. This is a beginning course for acquiring language skills in reading, writing, listening, and speaking. This course provides linguistic support using the CA ELD Standards as a foundation for instruction. This is a two-period a day class. *Placement in these classes dependents on ELPAC scores.",10 credits/year,"AHS,IHS,KHS,WHS",English,"9,10,11,12",n/a,ELD 1 Writing,None,,,12203
"English Language Development is for English Learners with somewhat developed oral (listening and speaking) and written (reading and writing) skills. The instruction is focused on continuing to develop reading, writing, speaking and listening skills in progressing toward English proficiency. This course provides linguistic support using the CA ELD Standards as a foundation for instruction. This is a two-period a day class. *Placement in these classes dependents on ELPAC scores.",10 credits/year,"AHS,IHS,KHS,WHS",English,"9,10,11,12",n/a,ELD 2 Reading,None,Students can earn no more than 2 years of English  credit in ELD 1 & 2 toward graduation,,12204
"English Language Development is for English Learners with somewhat developed oral (listening and speaking) and written (reading and writing) skills. The instruction is focused on continuing to develop reading, writing, speaking and listening skills in progressing toward English proficiency. This course provides linguistic support using the CA ELD Standards as a foundation for instruction. This is a two-period a day class. *Placement in these classes dependents on ELPAC scores.",10 credits/year,"AHS,IHS,KHS,WHS",English,"9,10,11,12",n/a,ELD 2 Writing,None,,,12205
English Language Development is for English learners with moderately developed oral (listening and speaking) and written (reading and writing) skills. It is the bridge between ELD and mainstream English. This course follows English 9 curriculum. This is a college prep course. *Placement in these classes dependents on ELPAC scores.,10 credits/year,"AHS,IHS,KHS,WHS",English,"9,10,11,12",b,ELD 3,None,,,12206
"This course is designed to support minimally developed English learners, including newcomers, in their academic content-area course work and in the development of foundational English language skills. Students are provided support through additional scaffolding, vocabulary development, and additional time to complete assessments, which supports English learners with core content curriculum.*Placement in these classes dependents on ELPAC scores. ",10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",English,"9,10,11,12",n/a,ELD Connections,None,,,12207
"This course is designed for EL 3, and long-term level 4 students that need additional support with academic vocabulary, writing, speaking and listening. This program emphasizes speaking and listening skills through class discussions, peer collaboration and formal speeches. There is a focus on developing academic writing skills in summary, opinion, informative texts and research papers. Students also read engaging complex informative texts. Many of the routines support college and career readiness particularly in speaking and listening.",10 credits/year,"AHS,IHS,KHS,WHS",English,"9,10,11,12",g,ELD 3D,None,Placement in this class depends on ELPAC scores.,,12209
"This elective course is for students interested in scholastic journalism. As a member of the school newspaper, students will dedicate their time to documenting, reporting, and preserving current events at the high school and local community level. Students serve as reporters, writers, photographers, layout designers, investigators, and local historians, with responsibilities that include: writing for a school newspaper, proofreading, editing, layout, advertising and marketing, legal responsibility, and desktop publishing. Students will learn practical skills in newspaper production that are applicable to future professional opportunities. ",10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",English,"9,10,11,12",g,Journalism 1,Prerequisite: Successful completion of all English 9 outcomes and/or completion of application process. ,Significant extra time can be expected.,,13001
"This elective is the second of a series of scholastic journalism courses offered, with an emphasis on leadership development. Reporters from Journalism 1 are promoted to editor level responsibilities, including coordination of the editorial calendar, layout design, and proofreading and revising final peer articles. Students will develop skills in electronic desktop publishing, website design and information management skills while making the editorial decisions for the school newspaper. ",10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",English,"10,11,12",g,Journalism 2,Journalism 1 and/or completion of application process.,Significant extra time can be expected. ,,13002
"This elective is the third of a series of scholastic journalism courses offered. Students will continue to develop skills in electronic desktop publishing, website design and information management skills while making the editorial decisions for the school newspaper. ",10 credits/year,"AHS,KHS,MSJHS,WHS",English,"11,12",g,Journalism 3,Journalism 2 and/or completion of application process.,Significant extra time can be expected. ,,13003
"This hands-on production course teaches desktop publishing skills, including layout design, graphic design, copy writing, typesetting, editing, proofreading, and photography in relation to scholastic yearbook publishing. Spending time outside of class and meeting all deadlines are required. Publications 1 provides a good foundation for careers in publishing and photography.",10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",English,"9,10,11,12",g,Publications 1,B or better in English and approval of advisor.,May be repeated for credit. Attendance at numerous extracurricular events is mandatory.,,13020
 This course not only offers advanced study of scholastic yearbook production but also presents opportunities for editorships and staff leadership. This course provides a good foundation for careers in publishing and photography. Significant extra time can be expected ,10 credits/year,"AHS,IHS,KHS,MSJHS",English,"11,12",g,Advanced Publications ,B or better in Publications 1 and completion of application process.,May be repeated for credit. Attendance at numerous extracurricular events is mandatory.,,13021
"This course is an introduction to myths from around the world. Students will study the similarities and differences between various  mythologies, analyze how past cultures have used mythology to explain the world and human nature, and explore why myths are  relevant to humans today. This class requires frequent reading of assigned myths, regular writing assignments, and occasional essays,  presentations, and projects. 
",5 credits/semester,Vista,English,"10,11,12",g,Mythology and Folklore,None,,,85192
,,,,,,,,,,
"This is a performance class where skills in tone production, intonation, technique, music reading and musical expression will be studied. Attendance at evening concerts, parades, football games, community events and rehearsals will be required as scheduled. ",10 credits/year,"AHS,IHS,KHS,MSJHS",Arts,"9,10,11,12",f,Band 1,None,May be repeated for credit,,60200
